token,symbol
5108,KPIGREEN-EQ
5168,SBIETFCON-EQ
5507,SERVOTECH-EQ
583,CANFINHOME-EQ
5633,J&KBANK-EQ
5926,INTELLECT-EQ
6018,ABSLAMC-EQ
625,ABREL-EQ
6302,APOLSINHOT-EQ
6445,TECHNOE-EQ
6489,IRIS-EQ
6543,GRPLTD-EQ
6718,SAPPHIRE-EQ
6843,SMLT-EQ
722,SBIETFPB-EQ
7457,HAVISHA-EQ
756020,TINNARUBR-EQ
756827,GROWWSLVR-EQ
757014,THELEELA-EQ
757031,MOINFRA-EQ
757096,AONENIFTY-EQ
772,DABUR-EQ
7672,IMAGICAA-EQ
781,DALMIASUG-EQ
7835,WEL-EQ
7942,SILVERIETF-EQ
8077,MIDCAP-EQ
8080,SILVERBEES-EQ
8266,SOFTTECH-EQ
8529,GMRP&UI-EQ
8585,NLCINDIA-EQ
8591,AKSHOPTFBR-EQ
8652,VETO-EQ
8953,ELDEHSG-EQ
910,EICHERMOT-EQ
928,ELECTCAST-EQ
9422,SILVERTUC-EQ
9756,EMUDHRA-EQ
9819,HAVELLS-EQ
278,AUTOAXLES-EQ
28687,MAMATA-EQ
2885,RELIANCE-EQ
28859,PROZONER-EQ
29135,INDUSTOWER-EQ
2939,RUBYMILLS-EQ
29590,JUBLCPL-EQ
29687,UNIONGOLD-EQ
29877,VIVIDHA-EQ
29944,NIFTY100EW-EQ
30121,EQUAL200-EQ
30290,SBIBPB-EQ
31163,RHIM-EQ
31415,NBCC-EQ
3220,LODHA-EQ
3292,DEEPINDS-EQ
3329,ISGEC-EQ
3339,SUNDARMFIN-EQ
3417,HONAUT-EQ
342,CAMS-EQ
3466,TFCILTD-EQ
3608,AXISHCETF-EQ
381,SINTERCOM-EQ
3799,WSTCSTPAPR-EQ
3972,PARASPETRO-EQ
4481,AARTIDRUGS-EQ
467,HDFCLIFE-EQ
4656,SBCL-EQ
4751,INDRAMEDCO-EQ
4838,LIQUIDIETF-EQ
4911,MADRASFERT-EQ
4973,PHARMABEES-EQ
5068,SHEMAROO-EQ
5279,ROLEXRINGS-EQ
5313,UGROCAP-EQ
5385,AAVAS-EQ
5435,APTUS-EQ
5957,BSLSENETFG-EQ
619,CENTENKA-EQ
6643,SJS-EQ
6863,BAJAJHCARE-EQ
6943,TARSONS-EQ
7105,TEGA-EQ
7196,BBETF0432-EQ
7229,HCLTECH-EQ
7456,MIDQ50ADD-EQ
7508,ZENTEC-EQ
756900,MON50EQUAL-EQ
756925,PRIMO-EQ
757142,EQUAL50-EQ
757336,AEGISVOPAK-EQ
757455,SNXT30BEES-EQ
757919,BORANA-EQ
758558,KALPATARU-EQ
7886,MHLXMIRU-EQ
7929,ZYDUSLIFE-EQ
8003,SILVER-EQ
8119,RPSGVENT-EQ
8153,MEGASTAR-EQ
8182,MOMOMENTUM-EQ
8506,MID150BEES-EQ
8654,MOLOWVOL-EQ
919,EIHOTEL-EQ
9219,TPLPLASTEH-EQ
936,DPABHUSHAN-EQ
9897,AIRAN-EQ
9931,VIKASLIFE-EQ
