type,entry_date,exit_date,entry_price,exit_price,pnl,percent
SELL,2023-07-03 10:33:00,2023-07-03 15:15:00,19320.85,19320.7,0.1499999999978172,0.0007763633587436228
BUY,2023-07-03 10:55:00,2023-07-03 15:15:00,19301.4,19320.7,19.299999999999272,0.09999274664013631
BUY,2023-07-03 10:56:00,2023-07-03 15:15:00,19308.15,19320.7,12.549999999999272,0.06499845919986778
BUY,2023-07-03 11:17:00,2023-07-03 15:15:00,19270.85,19320.7,49.85000000000218,0.25868085735710766
BUY,2023-07-03 12:12:00,2023-07-03 15:15:00,19300.95,19320.7,19.75,0.10232656941756753
SELL,2023-07-03 12:37:00,2023-07-03 15:15:00,19312.7,19320.7,-8.0,-0.041423519238635714
BUY,2023-07-03 12:54:00,2023-07-03 15:15:00,19313.35,19320.7,7.350000000002183,0.0380565774451464
BUY,2023-07-03 12:58:00,2023-07-03 15:15:00,19317.1,19320.7,3.600000000002183,0.018636337752572504
BUY,2023-07-03 13:32:00,2023-07-03 15:15:00,19308.1,19320.7,12.600000000002183,0.0652575861944064
BUY,2023-07-03 14:16:00,2023-07-03 15:15:00,19314.45,19320.7,6.25,0.032359192211013
BUY,2023-07-03 14:53:00,2023-07-03 15:15:00,19304.45,19320.7,16.25,0.0841774823939558
BUY,2023-07-04 09:47:00,2023-07-04 15:15:00,19357.4,19393.95,36.54999999999927,0.18881667992601936
BUY,2023-07-04 10:02:00,2023-07-04 15:15:00,19314.45,19393.95,79.5,0.41160892492408535
SELL,2023-07-04 10:27:00,2023-07-04 15:15:00,19325.5,19393.95,-68.45000000000073,-0.35419523427596045
BUY,2023-07-04 11:06:00,2023-07-04 15:15:00,19337.4,19393.95,56.54999999999927,0.29243848707685244
SELL,2023-07-04 11:48:00,2023-07-04 15:15:00,19347.55,19393.95,-46.400000000001455,-0.23982364692171082
SELL,2023-07-04 13:23:00,2023-07-04 15:15:00,19409.75,19393.95,15.799999999999272,0.08140238797511185
BUY,2023-07-04 13:54:00,2023-07-04 15:15:00,19419.35,19393.95,-25.399999999997817,-0.1307973747833878
BUY,2023-07-04 14:33:00,2023-07-04 15:15:00,19372.7,19393.95,21.25,0.10969044067166683
SELL,2023-07-04 14:43:00,2023-07-04 15:15:00,19388.25,19393.95,-5.700000000000728,-0.02939924954547588
BUY,2023-07-04 15:23:00,2023-07-04 15:24:00,19387.0,19384.95,-2.0499999999992724,-0.0105740960437369
SELL,2023-07-05 10:17:00,2023-07-05 15:15:00,19385.95,19415.5,-29.549999999999272,-0.15242998150722184
SELL,2023-07-05 10:57:00,2023-07-05 15:15:00,19377.7,19415.5,-37.79999999999927,-0.19506959030225088
BUY,2023-07-05 11:06:00,2023-07-05 15:15:00,19376.15,19415.5,39.349999999998545,0.203084720132733
BUY,2023-07-05 11:07:00,2023-07-05 15:15:00,19378.05,19415.5,37.45000000000073,0.19325989973191693
BUY,2023-07-05 11:54:00,2023-07-05 15:15:00,19394.75,19415.5,20.75,0.10698771574781836
SELL,2023-07-05 12:04:00,2023-07-05 15:15:00,19395.5,19415.5,-20.0,-0.10311670232785955
BUY,2023-07-05 12:16:00,2023-07-05 15:15:00,19392.8,19415.5,22.700000000000728,0.11705375190792834
BUY,2023-07-05 12:25:00,2023-07-05 15:15:00,19394.45,19415.5,21.049999999999272,0.10853620494522542
BUY,2023-07-05 12:35:00,2023-07-05 15:15:00,19385.75,19415.5,29.75,0.1534632397508479
BUY,2023-07-05 12:36:00,2023-07-05 15:15:00,19387.95,19415.5,27.549999999999272,0.1420985715354087
BUY,2023-07-05 12:53:00,2023-07-05 15:15:00,19387.2,19415.5,28.299999999999272,0.14597260047866256
SELL,2023-07-05 15:03:00,2023-07-05 15:15:00,19360.25,19415.5,-55.25,-0.2853785462481115
BUY,2023-07-06 09:19:00,2023-07-06 15:15:00,19399.25,19501.6,102.34999999999854,0.5275977164065546
SELL,2023-07-06 10:03:00,2023-07-06 15:15:00,19423.85,19501.6,-77.75,-0.40028109772264514
SELL,2023-07-06 10:30:00,2023-07-06 15:15:00,19456.15,19501.6,-45.44999999999709,-0.23360222860122423
BUY,2023-07-06 10:45:00,2023-07-06 15:15:00,19442.25,19501.6,59.349999999998545,0.3052630225411079
SELL,2023-07-06 11:03:00,2023-07-06 15:15:00,19452.85,19501.6,-48.75,-0.25060595234117367
SELL,2023-07-06 11:07:00,2023-07-06 15:15:00,19457.05,19501.6,-44.54999999999927,-0.22896585042439258
SELL,2023-07-06 11:08:00,2023-07-06 15:15:00,19452.7,19501.6,-48.89999999999782,-0.2513789859505252
BUY,2023-07-06 11:51:00,2023-07-06 15:15:00,19460.7,19501.6,40.89999999999782,0.21016715739926012
BUY,2023-07-06 11:52:00,2023-07-06 15:15:00,19465.95,19501.6,35.64999999999782,0.18314030396665879
BUY,2023-07-06 11:57:00,2023-07-06 15:15:00,19465.05,19501.6,36.54999999999927,0.18777244343065788
BUY,2023-07-06 12:10:00,2023-07-06 15:15:00,19453.95,19501.6,47.64999999999782,0.24493740345789836
BUY,2023-07-06 12:30:00,2023-07-06 15:15:00,19450.5,19501.6,51.099999999998545,0.2627181820518678
SELL,2023-07-06 12:59:00,2023-07-06 15:15:00,19460.5,19501.6,-41.099999999998545,-0.21119704015826182
BUY,2023-07-06 13:17:00,2023-07-06 15:15:00,19452.6,19501.6,49.0,0.251894348313336
BUY,2023-07-06 13:18:00,2023-07-06 15:15:00,19454.75,19501.6,46.849999999998545,0.24081522507356065
SELL,2023-07-06 13:53:00,2023-07-06 15:15:00,19453.3,19501.6,-48.29999999999927,-0.24828692304133115
SELL,2023-07-06 14:23:00,2023-07-06 15:15:00,19471.35,19501.6,-30.25,-0.15535645961887595
SELL,2023-07-07 10:02:00,2023-07-07 15:15:00,19513.95,19326.9,187.04999999999927,0.9585450408553843
BUY,2023-07-07 10:51:00,2023-07-07 15:15:00,19427.45,19326.9,-100.54999999999927,-0.51756663895673
SELL,2023-07-07 11:19:00,2023-07-07 15:15:00,19433.1,19326.9,106.19999999999709,0.5464902666069598
BUY,2023-07-07 11:30:00,2023-07-07 15:15:00,19401.2,19326.9,-74.29999999999927,-0.38296600210295895
BUY,2023-07-07 12:33:00,2023-07-07 15:15:00,19365.35,19326.9,-38.44999999999709,-0.1985505038638449
SELL,2023-07-07 12:51:00,2023-07-07 15:15:00,19368.95,19326.9,42.04999999999927,0.21710004930571491
SELL,2023-07-07 13:33:00,2023-07-07 15:15:00,19374.25,19326.9,47.349999999998545,0.24439655728608098
BUY,2023-07-07 13:48:00,2023-07-07 15:15:00,19356.75,19326.9,-29.849999999998545,-0.1542097717850287
SELL,2023-07-07 14:17:00,2023-07-07 15:15:00,19371.3,19326.9,44.39999999999782,0.229205061095527
BUY,2023-07-07 15:04:00,2023-07-07 15:15:00,19358.75,19326.9,-31.849999999998545,-0.16452508555561976
SELL,2023-07-10 09:18:00,2023-07-10 15:15:00,19387.6,19358.7,28.899999999997817,0.14906435040952887
SELL,2023-07-10 09:19:00,2023-07-10 15:15:00,19381.85,19358.7,23.149999999997817,0.11944164256764869
SELL,2023-07-10 09:20:00,2023-07-10 15:15:00,19369.95,19358.7,11.25,0.058079654309897547
BUY,2023-07-10 11:42:00,2023-07-10 15:15:00,19354.65,19358.7,4.049999999999272,0.020925204020735444
BUY,2023-07-10 11:43:00,2023-07-10 15:15:00,19357.35,19358.7,1.3500000000021828,0.0069740951111706044
BUY,2023-07-10 12:12:00,2023-07-10 15:15:00,19346.15,19358.7,12.549999999999272,0.06487078824468574
SELL,2023-07-10 12:23:00,2023-07-10 15:15:00,19365.6,19358.7,6.899999999997817,0.035630189614563025
